Product ID,Product Name,Price,About this Item
B0CPKS65P5,"HP Portable Laptop, Student and Business, 14"" HD Display, Intel Quad-Core N4120, 16GB DDR4 RAM, 64GB eMMC, 1 Year Office 365, Webcam, RJ-45, HDMI, Wi-Fi, Windows 11 Home, Silver",$231.99," 【Memory & Storage】The PC memory has been upgraded to 16GB DDR4 SDRAM for enhanced high bandwidth to easily switch back and forth between open applications; Hard drive has been upgraded to 64GB eMMC for fast boot up and speedy data transfer 【Processor】Intel Celeron N4120 Processor (4 Cores, 4 Threads, Base Frequency at 1.1GHz, Up to 2.6GHz at Max Turbo Frequency) 【Screen】14"" diagonal, HD (1366 x 768), micro-edge, BrightView, 220 nits, 45% NTSC 【Tech Specs】1 x USB Type-C, 2 x USB 3.1 Type-A, 1 x HDMI, 1 x Headphone/Mic Combo, 1 x AC smart pin, 1 x RJ-45; Wi-Fi & Bluetooth; 1 Year Office 365 【Operating System】Windows 11 Home › See more product details"
B0CT3WX363,"Lenovo Newest 15.6"" FHD Laptop, Intel Pentium N6000 Quad-core Processor, 16GB Memory, 1TB SSD Storage, Ethernet Port, HDMI, USB-C, WiFi & Bluetooth, Windows 11 Home, WOWPC USB Bundle",$399.00," RAM AND STORAGE- RAM is 16GB DDR4 RAM to smoothly run multiple applications and browser tabs all at once; Hard Drive is 1TB PCIe NVMe M.2 Solid State Drive to allow faster bootup and data transfer. PROCESSOR- Finish your daily tasks with the help of the Intel Pentium Silver N6000 4-Core processor. DISPLAY AND WEBCAM- View all your photos, documents, and movies in crisp FHD (1920x1080) resolution on a 15.6-inch anti-glare display. Enjoy unparalleled work from home efficiency thanks to the HD 720p camera with Privacy Shutter. OPERATING SYSTEM- This device comes with Windows 11 Home, one of the operating systems that is in a user-friendly format. KEY FEATURES- Get any work done fast thanks to these helpful features: two USB 3.0 Gen 1 ports, one HDMI port, one Ethernet port, webcam, and a headphone/microphone combo jack port. › See more product details"
B0CRDDWTX3,"ASUS 2024 Vivobook Go 11.6” HD Laptop, Intel Celeron N4500, Intel Graphics, 4GB, 128GB, Windows 11 Home in S Mode, Star Black, L210KA-ES04",$172.30," Windows 11 Home in S Mode All the power of Windows 10 with enhanced security and performance with a redesigned look — complete with new tools, sounds, and apps exclusively from Microsoft. Every detail has been considered, coming together to bring you a refreshing experience on your PC. 11.6"" HD display The 11.6"" 1366 x 768 60Hz display brings visuals to life with 200 nits peak brightness. Intel Celeron N4500 processor The newest Intel Celeron processors offer amazing video conferencing abilities, faster wireless connectivity, improved overall application and graphics performance, and long battery life. Experience unmatched balance of performance, experience, and value for education and entry level computing. Intel Graphics Intel Graphics provides basic to moderate graphical performance for a variety of computing tasks, including multimedia playback, web browsing, and light gaming. 4GB memory 4GB DDR4 of memory to run apps, tabs, and everything else you need. › See more product details"
B0CP129FCR,"hp Newest 15.6"" Anti-Glare HD Laptop, Intel Quad-core Processor, 16GB RAM, 128GB SSD+ 128GB JVQ USB Storage, Office 365 1-Year, Up to 11 hrs Long Battery, Win11 S, Scarlet Red",$329.95," 【Storage and RAM】 Benefit from enhanced multitasking capabilities with 16GB of DDR4 RAM, which provides higher bandwidth for seamless performance. 128GB SSD+ 128GB USB storage, offering up to 15 times faster performance compared to traditional hard drives. 【Processor and Display】 Harness the power of the Intel N200 (Pentium), featuring 4 cores and 4 threads with a clock speed up to 3.7GHz with turbo boost and a 6MB cache. he device features a 15.6"" HD (1280 x 720) LED display with a brightness of 250 nits. The anti-glare feature ensures a comfortable viewing experience even in well-lit environments. 【Office 365 for one year】 Get full access to Microsoft Excel, Word, PowerPoint, OneNote, Access, and 1 TB of One Drive storage for 1 year. 【Webcam and Operating System】 The device is equipped with an HP True Vision 720p HD camera with integrated dual array digital microphones, complete with a privacy shutter for enhanced security and peace of mind. It also runs on Windows 11 Home in S mode , providing a secure experience. › See more product details"
B0CC936WF1,"Dell Inspiron 15 3000 3520 Business Laptop Computer[Windows 11 Pro], 15.6'' FHD Touchscreen, 11th Gen Intel Quad-Core i5-1135G7, 16GB RAM, 1TB PCIe SSD, Numeric Keypad, Wi-Fi, Webcam, HDMI, Black",$509.00," 【15.6"" Full HD Touchscreen】The 1920 x 1080 resolution boasts impressive color and clarity. IPS technology for wide viewing angles. Energy-efficient LED backlight. Designed with tiny rubber feet and bumpers on the hinge that keep it from skidding and provide additional stability. 【11th Gen Intel Core i5-1135G7 Processor】Ultra-low-voltage platform. Quad-core, eight-way processing provides maximum high-efficiency power to go. Your always-ready experience starts as soon as you open your device. Turn on, boot-up, and log-in quickly. 【16GB DDR4 RAM + 1TB PCIe SSD】16GB RAM can smoothly run your games and photo- and video-editing applications, as well as multiple programs and browser tabs all at once. A 1TB NVMe PCIe solid slate drive that leaves the power at your fingertips with the fastest data transfers currently available. 【Easy-to-use Technology】Long-lasting battery and express charge capability, to keep going for longer. Comes with Express Charge capabilities that minimize the time you spend tethered to an outlet and will recharge your battery 80% in 60 minutes. Built-in media reader for simple photo transfer. 【Windows 11 Professional】Experience the most secure Windows ever built with fast boot times, increased responsiveness, and added protection against phishing and malware. Plus, you can switch out of S mode. › See more product details"
B0CFRVSTGL,"HP Victus 15 Gaming Laptop, 15.6"" FHD 144Hz Display, AMD Ryzen 5 7535HS, 16GB DDR5 RAM, 1TB PCIe M.2 SSD, NVIDIA GeForce RTX 2050, HDMI, Webcam, Backlit Keyboard, Wi-Fi 6, Windows 11 Home, Silver",$640.00," 【Memory & Storage】16GB high-bandwidth DDR5 RAM to smoothly run multiple applications and browser tabs all at once; 1TB PCIe M.2 Solid State Drive allows to fast bootup and speedy data transfer 【AMD Processor】AMD Ryzen 5 7535HS ( 3.3 GHz base clock, up to 4.55 GHz max boost clock, 16 MB cache, 6 cores, 12 threads) 【Display】15.6"" diagonal, FHD (1920 x 1080) 144Hz Anti-Glare, 1080p Full High Definition resolution for smooth, crisp gameplay, supported by NVIDIA GeForce RTX 2050 4GB GDDR6 【Tech Specs】2 x SuperSpeed USB Type-A , 1 x SuperSpeed USB Type-C, 1 x HDMI 2.1, 1 x RJ-45, 1 x headphone/microphone combo, Backlit keyboard with Numeric Keypad & mouse; Wi-Fi 6 and Bluetooth combo 【Operating System】Windows 11 Home - Beautiful, more consistent new design, Great window layout options, Better multi-monitor functionality › See more product details"
B0CTQ5C2ZD,"15.6"" Laptop Computer,16GB RAM 512GB SSD, Intel Celeron Quad-Core N5095 Processor, Laptop Computers with FHD IPS 1920x1080 Display,2.4/5G WiFi, Bluetooth, Type-C, Mini HDMI, USB 3.0",$269.99," [Fast and Efficient Performance]: The UGRIHACH 15.6-inch Laptop packs a punch with 16GB RAM and a capacious 512GB SSD, ensuring seamless multitasking and abundant storage for your files, documents, and multimedia. The laptop also supports a 512GB TF card, providing ample space to document your life and collect your favorites. [Brilliant Visual Experience]: Immerse yourself in stunning visuals with the 1920x1080 FHD IPS (16:9) display on the UGRIHACH laptop. Enjoy vibrant colors and sharp details, and experience a wider, more captivating view on the 15.6"" narrow bezel notebook computer screen. [Long Battery Life & Portable]: The UGRIHACH laptop is equipped with a built-in 38WH battery that recharges for up to 6 hours, ensuring you can work or play on the go. With a slim body measuring 2cm and a weight of 1.65KG, it's perfect for business trips or travel. [Versatile Connectivity & Practical Features]: UGRIHACH ensures seamless connectivity with multiple ports, including Mini-HDMI, headphone jack x1, USB 3.0 x2, USB-Type C, and a TF card slot. The laptop also features a numeric keypad, Bluetooth 4.2, and 2.4G/5G Bluetooth function, enhancing efficiency and convenience in your daily life. [ONE-Year Limited Warranty]: All UGRIHACH laptops undergo 200 hours of machine aging tests before shipping, ensuring optimal functionality. With our ONE-year limited warranty, we express confidence in our laptops, providing a reliable and budget-friendly option. UGRIHACH - laptops you can trust. › See more product details"
B0BLW25MB7,"Lenovo IdeaPad 1 14 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Win 11 in S Mode, Cloud Grey",$149.97," This everyday laptop is powered by an Intel Celeron N4020 processor, 4GB DDR4 RAM, and 64 GB M.2 PCIe SSD storage Enjoy videos or browse online on a 14"" HD display panel, framed by narrow bezels Dolby Audio delivers crystal-clear sound through the built-in dual stereo speakers Light and slim, this Windows 10 laptop computer (S mode) weighs just over 3 lbs and is less than 1 inch thick WiFi 802.11 ac and Bluetooth 4.1 connectivity; ports include 2 x USB 3.1 Gen 12 (Type-A), microSD Card Reader; HDMI; Microphone / Earphone Combo › See more product details"
B0CQN41Q6V,"LENOVO IdeaPad 1 Laptop, 15.6” FHD Display, Intel Celeron N4500 Processor, 12GB RAM, 512GB SSD, SD Card Reader, Numeric Keypad, HDMI, Wi-Fi 6, Windows 11 Home, 1 Year Office 365, Grey",$359.00," 【High Speed RAM And Enormous Space】12GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; 512GB PCIe NVMe M.2 Solid State Drive allows to fast bootup and data transfer 【Processor】Intel Celeron N4500 (2 Cores, 2 Threads, Clock Speed: 1.1 GHz, Turbo Speed: 2.8 GHz) 【Display】15.6"" diagonal, FHD (1920 x 1080) 60Hz Display 【Tech Specs】1 x USB Type-A 3.0, 1 x USB Type-A 2.0, 1 x USB Type-C, 1 x HDMI, 1 x Headphone/Microphone Combo, Numeric Keypad, Webcam, Wi-Fi 6, Bluetooth, SD Card Reader 【Operating System】Windows 11 Home - Beautiful, more consistent new design, Great window layout options, Better multi-monitor functionality, Improved performance features, New videogame selection and capabilities, Compatible with Android Apps › See more product details"
B0CVPVZ1GC,"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 4GB RAM, 64GB Storage, Intel HD Graphics, 720p Webcam, 1 Year Office 365, White, Win 11 S, 32GB Hotface USB Card",$219.00," 【14'' Brightview Display】Ready for unparalleled immersion with a micro-bezel screen. 【Lightweight Chassis and Sleek Design】Measuring 12.76 x 8.86 x 0.71 inches and weighing just 3.24 pounds, the HP Stream 14 is designed ultraportable to play a part in your workflow anywhere. 【Intel Celeron N4120 Processor】Seamless multitasking and smooth performance are like a breath. Featured with a 1.1 GHz base frequency, and up to 2.6 GHz burst frequency, this laptop is powerful enough even for your busiest days. 【Integrated Intel UHD Graphics】Acting with an integrated UHD GPU, a journey of stunning visuals, vibrant colors, and immersive movies begins anytime, anywhere. 【4GB RAM】Adequate high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once.【64GB eMMC】An embedded multimedia card provides reliable flash-based storage. Provides massive storage space to store your documents, photos, files and more. 【HP 720p HD Camera with Integrated Digital Microphone】To be seen and heard in your perfect condition. Enjoy high quality video calls, virtual meetings and online interactions to keep in touch with your connections. 【Windows 11 S included】With Windows 11, leverage a fresh new feel and tools that make it easier to be efficient, it has what you need for whatever's next. 【Ports】 2 x USB 3.0 Type A Ports, 1 x USB 3.0 Type C Ports, 1x Headphone Jack, 1x SD Card Reader, 1x AC Smart Pin. 【1-year-free Microsoft 365 Personal】Take your productivity and work mobility to the next level with the Microsoft 365 Office Suite (1-year subscription included). White. Bonus 32GB Hotface USB Card. › See more product details"
B0CK9FQXWR,"Lenovo V15 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Hexa-core Processor (Beat Intel i7-1065G7), 16GB RAM, 1TB SSD, HDMI, RJ45, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black",$517.00," 【High Speed RAM And Enormous Space】16GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; 1TB PCIe NVMe M.2 Solid State Drive allows to fast bootup and data transfer 【Processor】AMD Ryzen 5 5500U Processor (6 Cores, 12 Threads, 8MB L3 Cache, Clock Speed:2.1GHz, up to 4.0GHz Turbo) 【Display】15.6"" diagonal, FHD (1920 x 1080) 【Tech Specs】1 x USB 3.0 Type-A, 1 x USB 2.0 Type-A, 1 x USB Type-C, 1 x HDMI, 1 x RJ45, 1 x headphone/microphone combo, Numeric Keyboard, Webcam, Wi-Fi 【Operating System】Windows 11 Pro-Get all the features of Windows 11 Home operating system plus Mobile device management, Group Policy, Enterprise State Roaming, Assigned Access, Dynamic Provisioningm, Windows Update for Business, Kiosk mode, and Active Directory/Azure AD › See more product details"
B0CDQTSSTR,"Lenovo IdeaPad 1 Student Laptop, Intel Dual Core Processor, 20GB RAM, 1TB SSD + 128GB eMMC, 15.6"" FHD Display, 1 Year Office 365, Windows 11 Home, Wi-Fi 6, Webcam, Bluetooth, SD Card Reader, Grey",$389.00," 【High Speed RAM And Enormous Space】20GB high-bandwidth RAM to smoothly run multiple applications and browser tabs all at once; 1TB PCIe NVMe M.2 Solid State Drive + 128GB eMMC allows to fast bootup and data transfer 【Processor】Celeron N4500 (Cores:2 Threads:2; Clockspeed:1.1 GHz Turbo Speed: 2.8GHz; Cache Size: L1: 4096 KB, L2: 12.0 MB, L3: 4 MB) 【Display】15.6"" FHD (1920x1080), 250nits, IPS-Level, Anti-glare 【Tech Specs】 1 x Card reader; 1 x HDMI 1.4b; 1 x USB 2.0; 1 x USB-C 3.2 Gen 1 (support data transfer only); 1 x USB 3.2 Gen 1; 1 x Headphone / microphone combo jack (3.5mm); 【Operating System】Windows 11 Home - Beautiful, more consistent new design, Great window layout options, Better multi-monitor functionality, Improved performance features, New videogame selection and capabilities, Compatible with Android Apps › See more product details"
